t,     mx,           my,            mz
5.086e-09, 0.99877664, -0.049137328, -0.004738655
5.088e-09, 0.9987797, -0.048624574, -0.0081521618
5.09e-09, 0.99878276, -0.047875356, -0.011517211
5.092e-09, 0.99878582, -0.046893936, -0.014817472
5.094e-09, 0.99878886, -0.045685701, -0.018036972
5.096e-09, 0.9987919, -0.044257132, -0.021160172
5.098e-09, 0.99879493, -0.04261577, -0.024172046
5.1e-09, 0.99879795, -0.040770179, -0.027058149
5.102e-09, 0.99880097, -0.038729899, -0.029804687
5.104e-09, 0.99880398, -0.036505399, -0.032398585
5.106e-09, 0.99880698, -0.03410802, -0.034827545
5.108e-09, 0.99880998, -0.031549922, -0.037080109
5.11e-09, 0.99881296, -0.028844018, -0.039145709
5.112e-09, 0.99881594, -0.026003912, -0.041014719
5.114e-09, 0.99881892, -0.023043829, -0.042678497
5.116e-09, 0.99882188, -0.019978543, -0.044129427
5.118e-09, 0.99882484, -0.01682331, -0.045360954
5.12e-09, 0.99882779, -0.013593783, -0.046367612
5.122e-09, 0.99883073, -0.01030594, -0.047145048
5.124e-09, 0.99883367, -0.0069760027, -0.047690039
5.126e-09, 0.99883659, -0.0036203587, -0.04800051
5.128e-09, 0.99883951, -0.00025547889, -0.048075535
5.13e-09, 0.99884243, 0.0031021622, -0.047915344
5.132e-09, 0.99884533, 0.0064361676, -0.047521315
5.134e-09, 0.99884823, 0.0097302932, -0.046895963
5.136e-09, 0.99885112, 0.012968544, -0.046042934
5.138e-09, 0.998854, 0.016135222, -0.04496697
5.14e-09, 0.99885688, 0.01921503, -0.043673896
5.142e-09, 0.99885975, 0.022193127, -0.042170586
5.144e-09, 0.99886261, 0.025055217, -0.040464918
5.146e-09, 0.99886547, 0.027787594, -0.038565742
5.148e-09, 0.99886832, 0.030377228, -0.036482835
5.15e-09, 0.99887116, 0.032811826, -0.034226839
5.152e-09, 0.998874, 0.035079871, -0.031809228
5.154e-09, 0.99887683, 0.037170698, -0.029242225
5.156e-09, 0.99887966, 0.039074542, -0.026538756
5.158e-09, 0.99888247, 0.040782558, -0.023712384
5.16e-09, 0.99888529, 0.042286895, -0.020777238
5.162e-09, 0.99888809, 0.043580714, -0.01774794
5.164e-09, 0.9988909, 0.044658208, -0.014639542
5.166e-09, 0.99889369, 0.045514667, -0.011467437
5.168e-09, 0.99889648, 0.046146477, -0.0082472897
5.17e-09, 0.99889926, 0.046551106, -0.0049949664
5.172e-09, 0.99890204, 0.046727151, -0.0017264476
5.174e-09, 0.99890481, 0.046674326, 0.0015422475
5.176e-09, 0.99890758, 0.046393481, 0.0047951401
5.178e-09, 0.99891034, 0.045886542, 0.0080163689
5.18e-09, 0.99891309, 0.045156572, 0.011190266
5.182e-09, 0.99891584, 0.044207702, 0.014301436
5.184e-09, 0.99891858, 0.043045124, 0.017334828
5.186e-09, 0.99892131, 0.041675061, 0.020275811
5.188e-09, 0.99892404, 0.040104733, 0.023110243
5.19e-09, 0.99892676, 0.038342335, 0.025824536
5.192e-09, 0.99892947, 0.036396942, 0.028405726
5.194e-09, 0.99893218, 0.034278545, 0.030841528
5.196e-09, 0.99893487, 0.031997935, 0.033120407
5.198e-09, 0.99893757, 0.029566667, 0.035231618
5.2e-09, 0.99894025, 0.026997012, 0.037165263
5.202e-09, 0.99894293, 0.024301866, 0.038912347
5.204e-09, 0.99894559, 0.021494743, 0.04046479
5.206e-09, 0.99894825, 0.018589632, 0.041815501
5.208e-09, 0.99895091, 0.015600983, 0.04295839
5.21e-09, 0.99895355, 0.012543617, 0.043888393
5.212e-09, 0.99895619, 0.0094326549, 0.0446015
5.214e-09, 0.99895881, 0.0062834419, 0.04509478
5.216e-09, 0.99896143, 0.003111464, 0.045366369
5.218e-09, 0.99896405, -6.7720447e-05, 0.045415507
5.22e-09, 0.99896665, -0.003238544, 0.045242516
5.222e-09, 0.99896924, -0.0063855366, 0.044848794
5.224e-09, 0.99897183, -0.0094933743, 0.04423682
5.226e-09, 0.99897441, -0.012546964, 0.043410152
5.228e-09, 0.99897698, -0.015531516, 0.042373375
5.23e-09, 0.99897955, -0.018432619, 0.041132081
5.232e-09, 0.99898211, -0.021236299, 0.039692846
5.234e-09, 0.99898466, -0.023929104, 0.038063222
5.236e-09, 0.9989872, -0.026498145, 0.036251643
5.238e-09, 0.99898973, -0.028931183, 0.034267426
5.24e-09, 0.99899226, -0.03121667, 0.032120711
5.242e-09, 0.99899478, -0.033343806, 0.029822403
5.244e-09, 0.9989973, -0.035302597, 0.02738411
5.246e-09, 0.99899981, -0.037083887, 0.024818101
5.248e-09, 0.99900231, -0.038679426, 0.02213725
5.25e-09, 0.9990048, -0.040081891, 0.019354956
5.252e-09, 0.99900729, -0.041284903, 0.016485061
5.254e-09, 0.99900977, -0.042283091, 0.013541819
5.256e-09, 0.99901225, -0.043072093, 0.0105398
5.258e-09, 0.99901472, -0.043648582, 0.007493827
5.26e-09, 0.99901719, -0.044010277, 0.004418897
5.262e-09, 0.99901965, -0.044155955, 0.0013301128
5.264e-09, 0.9990221, -0.044085448, -0.001757394
5.266e-09, 0.99902455, -0.043799649, -0.0048285364
5.268e-09, 0.99902699, -0.043300497, -0.0078683456
5.27e-09, 0.99902943, -0.042590973, -0.010862044
5.272e-09, 0.99903186, -0.041675075, -0.013795116
5.274e-09, 0.99903429, -0.040557803, -0.01665338
5.276e-09, 0.99903671, -0.039245124, -0.019423056
5.278e-09, 0.99903912, -0.03774395, -0.02209083
5.28e-09, 0.99904153, -0.036062093, -0.024643923
5.282e-09, 0.99904393, -0.03420823, -0.027070147
5.284e-09, 0.99904633, -0.032191856, -0.029357963
5.286e-09, 0.99904872, -0.030023236, -0.031496542
5.288e-09, 0.99905111, -0.027713355, -0.033475808
5.29e-09, 0.99905349, -0.025273857, -0.035286491
5.292e-09, 0.99905586, -0.022716994, -0.036920167
5.294e-09, 0.99905823, -0.020055555, -0.038369299
5.296e-09, 0.99906059, -0.017302815, -0.039627272
5.298e-09, 0.99906295, -0.014472456, -0.040688422
5.3e-09, 0.9990653, -0.011578509, -0.041548059
5.302e-09, 0.99906764, -0.008635276, -0.042202493
5.304e-09, 0.99906998, -0.0056572665, -0.042649043
5.306e-09, 0.99907231, -0.0026591219, -0.042886053
5.308e-09, 0.99907464, 0.00034445442, -0.042912895
5.31e-09, 0.99907696, 0.0033387705, -0.042729967
5.312e-09, 0.99907927, 0.0063092165, -0.042338696
5.314e-09, 0.99908158, 0.0092413378, -0.041741519
5.316e-09, 0.99908389, 0.012120901, -0.040941876
5.318e-09, 0.99908618, 0.014933963, -0.039944186
5.32e-09, 0.99908848, 0.017666948, -0.038753823
5.322e-09, 0.99909076, 0.0203067, -0.037377094
5.324e-09, 0.99909304, 0.022840556, -0.035821198
5.326e-09, 0.99909532, 0.025256406, -0.034094192
5.328e-09, 0.99909759, 0.027542737, -0.032204944
5.33e-09, 0.99909986, 0.029688697, -0.030163101
5.332e-09, 0.99910212, 0.031684167, -0.027979023
5.334e-09, 0.99910438, 0.033519773, -0.025663744
5.336e-09, 0.99910663, 0.035186946, -0.02322891
5.338e-09, 0.99910888, 0.036677965, -0.020686721
5.34e-09, 0.99911112, 0.037985994, -0.018049871
5.342e-09, 0.99911336, 0.039105086, -0.015331492
5.344e-09, 0.99911559, 0.040030263, -0.012545066
5.346e-09, 0.99911782, 0.040757496, -0.0097043845
5.348e-09, 0.99912004, 0.041283728, -0.006823464
5.35e-09, 0.99912226, 0.041606891, -0.0039164859
5.352e-09, 0.99912447, 0.041725922, -0.00099772132
5.354e-09, 0.99912668, 0.041640756, 0.0019185375
5.356e-09, 0.99912889, 0.041352326, 0.0048180453
5.358e-09, 0.99913109, 0.040862556, 0.0076866773
5.36e-09, 0.99913328, 0.040174343, 0.01051049
5.362e-09, 0.99913547, 0.039291557, 0.013275804
5.364e-09, 0.99913766, 0.038218999, 0.015969249
5.366e-09, 0.99913984, 0.036962394, 0.018577847
5.368e-09, 0.99914201, 0.035528355, 0.021089066
5.37e-09, 0.99914418, 0.033924321, 0.023490879
5.372e-09, 0.99914634, 0.032158561, 0.025771827
5.374e-09, 0.9991485, 0.030240127, 0.02792107
5.376e-09, 0.99915065, 0.028178771, 0.029928438
5.378e-09, 0.9991528, 0.025984925, 0.031784484
5.38e-09, 0.99915494, 0.023669649, 0.033480517
5.382e-09, 0.99915707, 0.021244558, 0.035008653
5.384e-09, 0.99915919, 0.018721782, 0.036361854
5.386e-09, 0.99916132, 0.016113894, 0.037533942
5.388e-09, 0.99916343, 0.013433854, 0.03851966
5.39e-09, 0.99916554, 0.010694938, 0.039314654
5.392e-09, 0.99916764, 0.0079106798, 0.039915522
5.394e-09, 0.99916973, 0.0050947966, 0.040319821
5.396e-09, 0.99917182, 0.0022611264, 0.040526067
5.398e-09, 0.9991739, -0.00057644228, 0.040533756
5.4e-09, 0.99917597, -0.0034040314, 0.040343356
5.402e-09, 0.99917804, -0.0062078491, 0.039956292
5.404e-09, 0.9991801, -0.0089742527, 0.039374959
5.406e-09, 0.99918216, -0.011689821, 0.038602684
5.408e-09, 0.99918421, -0.014341415, 0.037643719
5.41e-09, 0.99918625, -0.016916242, 0.036503224
5.412e-09, 0.99918829, -0.019401913, 0.035187237
5.414e-09, 0.99919032, -0.021786509, 0.033702625
5.416e-09, 0.99919234, -0.024058631, 0.032057079
5.418e-09, 0.99919436, -0.026207466, 0.030259034
5.42e-09, 0.99919638, -0.028222833, 0.028317663
5.422e-09, 0.99919838, -0.030095212, 0.026242813
5.424e-09, 0.99920039, -0.031815809, 0.024044952
5.426e-09, 0.99920239, -0.03337661, 0.02173514
5.428e-09, 0.99920438, -0.034770398, 0.01932495
5.43e-09, 0.99920637, -0.035990776, 0.016826402
5.432e-09, 0.99920835, -0.037032222, 0.01425193
5.434e-09, 0.99921033, -0.037890101, 0.011614306
5.436e-09, 0.9992123, -0.038560685, 0.0089265751
5.438e-09, 0.99921427, -0.039041171, 0.0062019974
5.44e-09, 0.99921623, -0.039329691, 0.0034539775
5.442e-09, 0.99921819, -0.039425321, 0.00069600103
5.444e-09, 0.99922014, -0.039328082, -0.0020584317
5.446e-09, 0.99922209, -0.039038936, -0.0047958721
5.448e-09, 0.99922404, -0.03855978, -0.0075029883
5.45e-09, 0.99922598, -0.037893437, -0.010166631
5.452e-09, 0.99922792, -0.037043634, -0.012773895
5.454e-09, 0.99922985, -0.036014987, -0.015312186
5.456e-09, 0.99923177, -0.034812975, -0.017769275
5.458e-09, 0.9992337, -0.033443907, -0.020133364
5.46e-09, 0.99923562, -0.031914895, -0.022393138
5.462e-09, 0.99923753, -0.030233814, -0.024537819
5.464e-09, 0.99923944, -0.02840926, -0.02655722
5.466e-09, 0.99924134, -0.026450511, -0.028441791
5.468e-09, 0.99924324, -0.024367475, -0.030182667
5.47e-09, 0.99924514, -0.022170642, -0.031771704
5.472e-09, 0.99924703, -0.019871033, -0.033201522
5.474e-09, 0.99924892, -0.017480145, -0.03446554
5.476e-09, 0.9992508, -0.015009887, -0.035558
5.478e-09, 0.99925268, -0.01247253, -0.036473999
5.48e-09, 0.99925455, -0.0098806393, -0.037209507
5.482e-09, 0.99925641, -0.0072470153, -0.037761388
5.484e-09, 0.99925828, -0.0045846305, -0.03812741
5.486e-09, 0.99926014, -0.0019065643, -0.038306254
5.488e-09, 0.99926199, 0.00077406009, -0.038297519
5.49e-09, 0.99926384, 0.0034441401, -0.038101722
5.492e-09, 0.99926568, 0.0060906576, -0.037720293
5.494e-09, 0.99926752, 0.0087007438, -0.037155564
5.496e-09, 0.99926936, 0.011261739, -0.036410757
5.498e-09, 0.99927119, 0.013761258, -0.035489964
5.5e-09, 0.99927302, 0.01618724, -0.034398132
5.502e-09, 0.99927484, 0.018528021, -0.033141024
5.504e-09, 0.99927666, 0.020772384, -0.031725201
5.506e-09, 0.99927847, 0.022909606, -0.030157976
5.508e-09, 0.99928028, 0.024929513, -0.028447394
5.51e-09, 0.99928209, 0.026822543, -0.026602171
5.512e-09, 0.99928389, 0.028579757, -0.024631664
5.514e-09, 0.99928569, 0.030192915, -0.022545814
5.516e-09, 0.99928749, 0.031654508, -0.020355102
5.518e-09, 0.99928928, 0.032957778, -0.018070497
5.52e-09, 0.99929106, 0.034096752, -0.015703395
5.522e-09, 0.99929285, 0.035066293, -0.013265569
5.524e-09, 0.99929463, 0.035862081, -0.010769106
5.526e-09, 0.99929641, 0.036480669, -0.0082263525
5.528e-09, 0.99929818, 0.036919482, -0.0056498462
5.53e-09, 0.99929995, 0.03717684, -0.0030522567
5.532e-09, 0.99930171, 0.037251928, -0.00044632996
5.534e-09, 0.99930347, 0.037144859, 0.0021551845
5.536e-09, 0.99930523, 0.036856606, 0.0047395893
5.538e-09, 0.99930699, 0.036389043, 0.0072943034
5.54e-09, 0.99930874, 0.035744898, 0.0098069203
5.542e-09, 0.99931048, 0.034927752, 0.012265272
5.544e-09, 0.99931222, 0.033942055, 0.014657489
5.546e-09, 0.99931396, 0.032793046, 0.016972046
5.548e-09, 0.99931569, 0.031486742, 0.019197841
5.55e-09, 0.99931742, 0.030029919, 0.021324214
5.552e-09, 0.99931915, 0.028430088, 0.023341043
5.554e-09, 0.99932087, 0.026695409, 0.025238745
5.556e-09, 0.99932258, 0.024834711, 0.027008351
5.558e-09, 0.99932429, 0.022857395, 0.02864154
5.56e-09, 0.99932599, 0.020773415, 0.030130679
5.562e-09, 0.99932769, 0.018593222, 0.031468855
5.564e-09, 0.99932939, 0.016327709, 0.032649916
5.566e-09, 0.99933108, 0.013988155, 0.033668491
5.568e-09, 0.99933276, 0.011586176, 0.034520012
5.57e-09, 0.99933444, 0.009133666, 0.035200743
5.572e-09, 0.99933612, 0.0066427327, 0.035707795
5.574e-09, 0.99933778, 0.0041256407, 0.036039124
5.576e-09, 0.99933945, 0.0015947505, 0.036193554
5.578e-09, 0.99934111, -0.00093754016, 0.03617078
5.58e-09, 0.99934276, -0.0034588572, 0.035971359
5.582e-09, 0.99934441, -0.0059569138, 0.035596714
5.584e-09, 0.99934605, -0.0084195631, 0.03504911
5.586e-09, 0.99934769, -0.010834867, 0.03433167
5.588e-09, 0.99934932, -0.013191148, 0.033448325
5.59e-09, 0.99935095, -0.015477042, 0.032403816
5.592e-09, 0.99935257, -0.017681564, 0.031203642
5.594e-09, 0.99935419, -0.019794159, 0.029854057
5.596e-09, 0.9993558, -0.021804729, 0.028362037
5.598e-09, 0.99935741, -0.023703711, 0.026735223
5.6e-09, 0.99935901, -0.025482115, 0.024981906
5.602e-09, 0.99936061, -0.027131552, 0.023110968
5.604e-09, 0.99936221, -0.028644295, 0.021131847
5.606e-09, 0.9993638, -0.0300133, 0.019054482
5.608e-09, 0.99936538, -0.031232246, 0.016889272
5.61e-09, 0.99936697, -0.032295557, 0.014647015
5.612e-09, 0.99936854, -0.033198431, 0.012338856
5.614e-09, 0.99937012, -0.033936864, 0.0099762372
5.616e-09, 0.99937169, -0.034507666, 0.0075708386
5.618e-09, 0.99937326, -0.034908471, 0.0051345149
5.62e-09, 0.99937482, -0.035137751, 0.0026792447
5.622e-09, 0.99937638, -0.035194819, 0.00021706856
5.624e-09, 0.99937794, -0.035079832, -0.0022399696
5.626e-09, 0.99937949, -0.034793787, -0.0046798814
5.628e-09, 0.99938104, -0.034338512, -0.0070907926
5.63e-09, 0.99938259, -0.03371666, -0.0094610002
5.632e-09, 0.99938413, -0.032931688, -0.01177903
5.634e-09, 0.99938567, -0.031987842, -0.014033692
5.636e-09, 0.9993872, -0.030890136, -0.016214133
5.638e-09, 0.99938873, -0.029644317, -0.018309892
5.64e-09, 0.99939026, -0.028256847, -0.020310944
5.642e-09, 0.99939178, -0.02673486, -0.022207756
5.644e-09, 0.9993933, -0.025086129, -0.023991327
5.646e-09, 0.99939482, -0.023319028, -0.02565323
5.648e-09, 0.99939633, -0.021442486, -0.027185656
5.65e-09, 0.99939784, -0.019465945, -0.028581447
5.652e-09, 0.99939935, -0.017399313, -0.029834131
5.654e-09, 0.99940085, -0.015252912, -0.030937952
5.656e-09, 0.99940235, -0.013037427, -0.031887893
5.658e-09, 0.99940385, -0.010763853, -0.032679704
5.66e-09, 0.99940534, -0.0084434421, -0.033309918
5.662e-09, 0.99940682, -0.0060876457, -0.033775865
5.664e-09, 0.99940831, -0.0037080594, -0.034075683
5.666e-09, 0.99940979, -0.0013163658, -0.034208328
5.668e-09, 0.99941126, 0.0010757232, -0.034173575
5.67e-09, 0.99941274, 0.003456523, -0.033972017
5.672e-09, 0.99941421, 0.0058144341, -0.033605058
5.674e-09, 0.99941567, 0.0081379981, -0.033074911
5.676e-09, 0.99941714, 0.010415954, -0.032384575
5.678e-09, 0.99941859, 0.01263729, -0.031537828
5.68e-09, 0.99942005, 0.014791302, -0.030539201
5.682e-09, 0.9994215, 0.016867637, -0.029393954
5.684e-09, 0.99942295, 0.018856352, -0.028108051
5.686e-09, 0.9994244, 0.020747953, -0.026688129
5.688e-09, 0.99942584, 0.022533448, -0.025141459
5.69e-09, 0.99942728, 0.024204383, -0.023475918
5.692e-09, 0.99942872, 0.025752888, -0.021699941
5.694e-09, 0.99943015, 0.027171708, -0.019822479
5.696e-09, 0.99943158, 0.028454247, -0.017852959
5.698e-09, 0.99943301, 0.029594581, -0.015801232
5.7e-09, 0.99943444, 0.030587502, -0.013677527
5.702e-09, 0.99943586, 0.031428537, -0.011492397
5.704e-09, 0.99943728, 0.032113951, -0.0092566686
5.706e-09, 0.99943869, 0.032640798, -0.0069813901
5.708e-09, 0.99944011, 0.0330069, -0.0046777733
5.71e-09, 0.99944152, 0.033210886, -0.0023571385
5.712e-09, 0.99944292, 0.033252144, -3.086707e-05
5.714e-09, 0.99944433, 0.033130903, 0.0022896678
5.716e-09, 0.99944573, 0.03284816, 0.0045931464
5.718e-09, 0.99944713, 0.0324057, 0.0068683609
5.72e-09, 0.99944852, 0.031806093, 0.0091042716
5.722e-09, 0.99944991, 0.031052687, 0.011290063
5.724e-09, 0.9994513, 0.03014951, 0.013415177
5.726e-09, 0.99945269, 0.029101377, 0.015469395
5.728e-09, 0.99945407, 0.027913777, 0.017442867
5.73e-09, 0.99945545, 0.026592841, 0.019326151
5.732e-09, 0.99945682, 0.025145371, 0.021110282
5.734e-09, 0.99945819, 0.023578752, 0.022786795
5.736e-09, 0.99945956, 0.021900934, 0.024347774
5.738e-09, 0.99946092, 0.020120396, 0.025785888
5.74e-09, 0.99946228, 0.018246091, 0.027094426
5.742e-09, 0.99946363, 0.016287409, 0.028267323
5.744e-09, 0.99946499, 0.014254132, 0.02929919
5.746e-09, 0.99946633, 0.012156374, 0.030185352
5.748e-09, 0.99946767, 0.010004546, 0.030921843
5.75e-09, 0.99946901, 0.0078092937, 0.031505446
5.752e-09, 0.99947035, 0.0055814456, 0.031933699
5.754e-09, 0.99947167, 0.0033319649, 0.032204898
5.756e-09, 0.999473, 0.0010718917, 0.032318118
5.758e-09, 0.99947432, -0.0011877092, 0.032273205
5.76e-09, 0.99947564, -0.003435804, 0.032070782
5.762e-09, 0.99947695, -0.0056614429, 0.031712231
5.764e-09, 0.99947826, -0.0078538146, 0.031199691
5.766e-09, 0.99947956, -0.010002293, 0.030536065
5.768e-09, 0.99948086, -0.012096499, 0.029724977
5.77e-09, 0.99948216, -0.014126345, 0.028770751
5.772e-09, 0.99948345, -0.01608208, 0.027678419
5.774e-09, 0.99948474, -0.017954336, 0.026453651
5.776e-09, 0.99948602, -0.019734184, 0.02510277
5.778e-09, 0.99948731, -0.021413157, 0.023632687
5.78e-09, 0.99948858, -0.02298333, 0.022050901
5.782e-09, 0.99948986, -0.024437291, 0.0203654
5.784e-09, 0.99949113, -0.025768236, 0.018584677
5.786e-09, 0.99949239, -0.026969981, 0.016717673
5.788e-09, 0.99949366, -0.028036982, 0.014773726
5.79e-09, 0.99949492, -0.028964368, 0.012762521
5.792e-09, 0.99949617, -0.029747965, 0.010694052
5.794e-09, 0.99949743, -0.030384308, 0.0085785642
5.796e-09, 0.99949868, -0.030870661, 0.0064265071
5.798e-09, 0.99949993, -0.03120503, 0.0042484843
5.8e-09, 0.99950117, -0.031386166, 0.0020551957
5.802e-09, 0.99950241, -0.031413569, -0.00014260919
5.804e-09, 0.99950365, -0.031287496, -0.0023341863
5.806e-09, 0.99950489, -0.03100895, -0.004508849
5.808e-09, 0.99950612, -0.030579676, -0.0066560203
5.81e-09, 0.99950735, -0.03000215, -0.0087652842
5.812e-09, 0.99950858, -0.029279569, -0.010826436
5.814e-09, 0.99950981, -0.028415827, -0.012829533
5.816e-09, 0.99951103, -0.027415498, -0.014764938
5.818e-09, 0.99951225, -0.026283812, -0.016623372
5.82e-09, 0.99951347, -0.025026627, -0.018395955
5.822e-09, 0.99951468, -0.023650401, -0.020074245
5.824e-09, 0.99951589, -0.022162154, -0.021650287
5.826e-09, 0.9995171, -0.020569437, -0.023116643
5.828e-09, 0.9995183, -0.018880291, -0.024466428
5.83e-09, 0.9995195, -0.017103209, -0.025693346
5.832e-09, 0.9995207, -0.015247092, -0.026791717
5.834e-09, 0.9995219, -0.013321201, -0.0277565
5.836e-09, 0.99952309, -0.01133512, -0.028583324
5.838e-09, 0.99952428, -0.0092986966, -0.029268498
5.84e-09, 0.99952547, -0.0072220039, -0.029809034
5.842e-09, 0.99952666, -0.0051152842, -0.030202659
5.844e-09, 0.99952784, -0.0029889008, -0.030447822
5.846e-09, 0.99952902, -0.00085328686, -0.030543699
5.848e-09, 0.99953019, 0.0012811057, -0.030490201
5.85e-09, 0.99953137, 0.0034038573, -0.030287966
5.852e-09, 0.99953254, 0.0055046319, -0.029938356
5.854e-09, 0.99953371, 0.0075732263, -0.029443452
5.856e-09, 0.99953487, 0.0095996208, -0.028806038
5.858e-09, 0.99953603, 0.011574027, -0.028029586
5.86e-09, 0.99953719, 0.013486937, -0.027118238
5.862e-09, 0.99953835, 0.015329162, -0.026076787
5.864e-09, 0.99953951, 0.017091882, -0.024910647
5.866e-09, 0.99954066, 0.018766699, -0.023625824
5.868e-09, 0.99954181, 0.020345653, -0.022228895
5.87e-09, 0.99954296, 0.021821272, -0.020726961
5.872e-09, 0.9995441, 0.023186615, -0.019127626
5.874e-09, 0.99954524, 0.024435292, -0.017438944
5.876e-09, 0.99954639, 0.025561502, -0.015669385
5.878e-09, 0.99954752, 0.026560059, -0.013827794
5.88e-09, 0.99954866, 0.0274264, -0.011923348
5.882e-09, 0.99954979, 0.028156634, -0.009965503
5.884e-09, 0.99955092, 0.028747549, -0.0079639533
5.886e-09, 0.99955205, 0.029196603, -0.0059285832
5.888e-09, 0.99955318, 0.029501942, -0.0038694203
5.89e-09, 0.9995543, 0.029662457, -0.0017965777
5.892e-09, 0.99955543, 0.029677743, 0.00027979137
5.894e-09, 0.99955655, 0.029548065, 0.0023495355
5.896e-09, 0.99955766, 0.029274438, 0.0044025668
5.898e-09, 0.99955878, 0.028858566, 0.0064289032
5.9e-09, 0.99955989, 0.028302834, 0.0084187185
5.902e-09, 0.999561, 0.027610307, 0.010362386
5.904e-09, 0.99956211, 0.026784717, 0.012250536
5.906e-09, 0.99956321, 0.025830414, 0.014074085
5.908e-09, 0.99956431, 0.024752401, 0.015824291
5.91e-09, 0.99956541, 0.023556251, 0.017492797
5.912e-09, 0.99956651, 0.022248102, 0.019071659
5.914e-09, 0.9995676, 0.020834622, 0.020553395
5.916e-09, 0.99956869, 0.019322977, 0.021931011
5.918e-09, 0.99956977, 0.017720802, 0.02319806
5.92e-09, 0.99957086, 0.016036142, 0.024348611
5.922e-09, 0.99957194, 0.014277436, 0.025377353
5.924e-09, 0.99957301, 0.01245346, 0.026279573
5.926e-09, 0.99957409, 0.010573281, 0.027051179
5.928e-09, 0.99957516, 0.0086462195, 0.027688736
5.93e-09, 0.99957622, 0.0066818128, 0.02818948
5.932e-09, 0.99957728, 0.0046897409, 0.028551293
5.934e-09, 0.99957834, 0.0026798, 0.028772767
5.936e-09, 0.9995794, 0.00066185073, 0.028853175
5.938e-09, 0.99958045, -0.0013542338, 0.028792481
5.94e-09, 0.9995815, -0.0033586139, 0.028591336
5.942e-09, 0.99958255, -0.0053415361, 0.028251079
5.944e-09, 0.99958359, -0.0072933703, 0.027773718
5.946e-09, 0.99958463, -0.0092046616, 0.027161943
5.948e-09, 0.99958566, -0.011066177, 0.026419068
5.95e-09, 0.9995867, -0.012868964, 0.025549055
5.952e-09, 0.99958773, -0.014604357, 0.024556475
5.954e-09, 0.99958875, -0.01626406, 0.023446485
5.956e-09, 0.99958977, -0.017840168, 0.022224805
5.958e-09, 0.99959079, -0.019325177, 0.020897664
5.96e-09, 0.99959181, -0.020712077, 0.019471823
5.962e-09, 0.99959283, -0.021994346, 0.017954493
5.964e-09, 0.99959384, -0.023165984, 0.016353311
5.966e-09, 0.99959485, -0.024221552, 0.014676308
5.968e-09, 0.99959585, -0.025156187, 0.012931863
5.97e-09, 0.99959686, -0.025965633, 0.011128665
5.972e-09, 0.99959786, -0.026646253, 0.0092756647
5.974e-09, 0.99959886, -0.027195049, 0.007382037
5.976e-09, 0.99959985, -0.027609676, 0.0054571299
5.978e-09, 0.99960085, -0.027888446, 0.0035104207
5.98e-09, 0.99960184, -0.028030344, 0.0015514698
5.982e-09, 0.99960283, -0.02803502, -0.00041012733
5.984e-09, 0.99960381, -0.0279028, -0.0023647863
5.986e-09, 0.9996048, -0.027634674, -0.0043029809
5.988e-09, 0.99960578, -0.027232297, -0.0062152886
5.99e-09, 0.99960676, -0.026697969, -0.0080924397
5.992e-09, 0.99960774, -0.026034635, -0.0099253568
5.994e-09, 0.99960871, -0.025245858, -0.011705202
5.996e-09, 0.99960968, -0.024335807, -0.013423421
5.998e-09, 0.99961065, -0.023309232, -0.015071778
6e-09, 0.99961162, -0.022171438, -0.016642402
6.002e-09, 0.99961259, -0.020928263, -0.018127822
6.004e-09, 0.99961355, -0.019586042, -0.019521
6.006e-09, 0.99961451, -0.018151579, -0.020815367
6.008e-09, 0.99961547, -0.016632111, -0.022004853
6.01e-09, 0.99961643, -0.01503527, -0.023083915
6.012e-09, 0.99961739, -0.013369049, -0.024047564
6.014e-09, 0.99961834, -0.011641759, -0.024891386
6.016e-09, 0.99961929, -0.0098619865, -0.025611564
6.018e-09, 0.99962024, -0.008038554, -0.026204895
6.02e-09, 0.99962118, -0.0061804746, -0.026668802
6.022e-09, 0.99962213, -0.0042969076, -0.027001346
6.024e-09, 0.99962307, -0.0023971138, -0.027201237
6.026e-09, 0.99962401, -0.00049040945, -0.027267833
6.028e-09, 0.99962494, 0.0014138786, -0.027201145
6.03e-09, 0.99962588, 0.0033064592, -0.027001836
6.032e-09, 0.99962681, 0.0051781216, -0.026671215
6.034e-09, 0.99962774, 0.0070197805, -0.026211226
6.036e-09, 0.99962867, 0.0088225202, -0.025624443
6.038e-09, 0.9996296, 0.010577637, -0.024914051
6.04e-09, 0.99963052, 0.012276683, -0.02408383
6.042e-09, 0.99963144, 0.013911505, -0.023138137
6.044e-09, 0.99963236, 0.015474284, -0.02208188
6.046e-09, 0.99963328, 0.016957564, -0.020920498
6.048e-09, 0.9996342, 0.018354312, -0.019659926
6.05e-09, 0.99963511, 0.019657931, -0.018306564
6.052e-09, 0.99963603, 0.020862288, -0.016867256
6.054e-09, 0.99963694, 0.021961751, -0.01534925
6.056e-09, 0.99963785, 0.022951219, -0.013760152
6.058e-09, 0.99963875, 0.023826137, -0.0121079
6.06e-09, 0.99963966, 0.024582524, -0.010400719
6.062e-09, 0.99964056, 0.025216992, -0.008647088
6.064e-09, 0.99964147, 0.025726747, -0.0068556826
6.066e-09, 0.99964237, 0.026109611, -0.005035344
6.068e-09, 0.99964326, 0.026364041, -0.0031950323
6.07e-09, 0.99964416, 0.026489117, -0.0013437839
