t,     mx,           my,            mz
2.412e-09, 0.96585577, -0.2587372, -0.012699225
2.414e-09, 0.96593256, -0.25686454, -0.031280583
2.416e-09, 0.96600928, -0.25366097, -0.049656596
2.418e-09, 0.96608591, -0.24914648, -0.067732244
2.42e-09, 0.96616245, -0.24334777, -0.085414299
2.422e-09, 0.9662389, -0.23629819, -0.10261185
2.424e-09, 0.96631525, -0.22803746, -0.11923674
2.426e-09, 0.96639151, -0.21861151, -0.135204
2.428e-09, 0.96646766, -0.20807222, -0.15043234
2.43e-09, 0.9665437, -0.19647707, -0.16484451
2.432e-09, 0.96661964, -0.18388892, -0.1783677
2.434e-09, 0.96669546, -0.17037558, -0.19093391
2.436e-09, 0.96677116, -0.1560095, -0.20248029
2.438e-09, 0.96684674, -0.14086737, -0.21294948
2.44e-09, 0.9669222, -0.12502969, -0.22228982
2.442e-09, 0.96699753, -0.10858035, -0.23045567
2.444e-09, 0.96707273, -0.091606217, -0.23740761
2.446e-09, 0.9671478, -0.074196634, -0.2431126
2.448e-09, 0.96722274, -0.056442946, -0.24754418
2.45e-09, 0.96729755, -0.038438067, -0.25068254
2.452e-09, 0.96737222, -0.020275961, -0.25251466
2.454e-09, 0.96744676, -0.002051144, -0.25303429
2.456e-09, 0.96752116, 0.016141797, -0.25224202
2.458e-09, 0.96759543, 0.034208673, -0.25014524
2.46e-09, 0.96766957, 0.052056231, -0.24675809
2.462e-09, 0.96774359, 0.069592571, -0.2421013
2.464e-09, 0.96781747, 0.08672767, -0.2362022
2.466e-09, 0.96789124, 0.1033738, -0.22909441
2.468e-09, 0.96796488, 0.11944603, -0.22081776
2.47e-09, 0.9680384, 0.13486259, -0.21141803
2.472e-09, 0.96811181, 0.14954538, -0.20094666
2.474e-09, 0.96818511, 0.16342026, -0.18946051
2.476e-09, 0.96825831, 0.17641743, -0.17702155
2.478e-09, 0.9683314, 0.18847191, -0.16369651
2.48e-09, 0.96840438, 0.19952372, -0.14955652
2.482e-09, 0.96847727, 0.20951822, -0.13467674
2.484e-09, 0.96855006, 0.21840639, -0.11913594
2.486e-09, 0.96862276, 0.22614507, -0.10301611
2.488e-09, 0.96869536, 0.23269714, -0.086402032
2.49e-09, 0.96876787, 0.23803172, -0.069380781
2.492e-09, 0.9688403, 0.2421243, -0.052041331
2.494e-09, 0.96891263, 0.24495689, -0.034474046
2.496e-09, 0.96898487, 0.24651799, -0.016770238
2.498e-09, 0.96905701, 0.24680275, 0.00097832245
2.5e-09, 0.96912907, 0.2458129, 0.018679883
2.502e-09, 0.96920103, 0.24355674, 0.036243176
2.504e-09, 0.96927289, 0.24004913, 0.053577887
2.506e-09, 0.96934465, 0.23531129, 0.070595124
2.508e-09, 0.9694163, 0.22937079, 0.087207864
2.51e-09, 0.96948785, 0.22226128, 0.10333143
2.512e-09, 0.96955929, 0.2140224, 0.11888387
2.514e-09, 0.96963061, 0.20469947, 0.13378639
2.516e-09, 0.96970181, 0.19434332, 0.14796379
2.518e-09, 0.96977289, 0.18300994, 0.16134478
2.52e-09, 0.96984384, 0.17076023, 0.17386238
2.522e-09, 0.96991466, 0.15765963, 0.18545422
2.524e-09, 0.96998534, 0.14377782, 0.19606291
2.526e-09, 0.97005589, 0.12918831, 0.20563625
2.528e-09, 0.97012629, 0.11396806, 0.21412752
2.53e-09, 0.97019654, 0.098197075, 0.22149571
2.532e-09, 0.97026665, 0.081957981, 0.2277057
2.534e-09, 0.97033661, 0.0653356, 0.23272842
2.536e-09, 0.97040641, 0.048416506, 0.236541
2.538e-09, 0.97047606, 0.031288571, 0.23912688
2.54e-09, 0.97054556, 0.014040491, 0.24047584
2.542e-09, 0.9706149, -0.0032386441, 0.24058407
2.544e-09, 0.97068409, -0.020459824, 0.23945413
2.546e-09, 0.97075313, -0.03753457, 0.237095
2.548e-09, 0.97082201, -0.054375407, 0.2335219
2.55e-09, 0.97089074, -0.070896281, 0.2287563
2.552e-09, 0.97095932, -0.087013022, 0.22282572
2.554e-09, 0.97102776, -0.10264376, 0.21576362
2.556e-09, 0.97109605, -0.11770936, 0.20760918
2.558e-09, 0.97116421, -0.13213378, 0.1984071
2.56e-09, 0.97123223, -0.14584449, 0.18820731
2.562e-09, 0.97130012, -0.15877283, 0.1770648
2.564e-09, 0.97136787, -0.17085431, 0.16503922
2.566e-09, 0.97143551, -0.18202902, 0.15219461
2.568e-09, 0.97150301, -0.19224185, 0.13859906
2.57e-09, 0.97157039, -0.20144275, 0.12432429
2.572e-09, 0.97163766, -0.20958704, 0.10944537
2.574e-09, 0.97170481, -0.21663558, 0.094040248
2.576e-09, 0.97177184, -0.22255494, 0.078189372
2.578e-09, 0.97183876, -0.22731762, 0.06197525
2.58e-09, 0.97190557, -0.23090208, 0.04548206
2.582e-09, 0.97197227, -0.23329293, 0.028795165
2.584e-09, 0.97203885, -0.23448093, 0.012000709
2.586e-09, 0.97210533, -0.23446304, -0.0048148525
2.588e-09, 0.97217169, -0.23324242, -0.021565186
2.59e-09, 0.97223794, -0.23082839, -0.038164521
2.592e-09, 0.97230408, -0.22723637, -0.054528092
2.594e-09, 0.9723701, -0.22248779, -0.070572573
2.596e-09, 0.97243601, -0.21660993, -0.086216489
2.598e-09, 0.97250179, -0.20963581, -0.10138065
2.6e-09, 0.97256746, -0.20160397, -0.11598851
2.602e-09, 0.972633, -0.19255829, -0.12996663
2.604e-09, 0.97269841, -0.1825477, -0.14324495
2.606e-09, 0.97276369, -0.17162598, -0.1557572
2.608e-09, 0.97282884, -0.1598514, -0.16744122
2.61e-09, 0.97289386, -0.14728648, -0.17823926
2.612e-09, 0.97295874, -0.13399758, -0.18809825
2.614e-09, 0.97302348, -0.12005464, -0.19697008
2.616e-09, 0.97308808, -0.10553072, -0.20481184
2.618e-09, 0.97315253, -0.090501681, -0.21158599
2.62e-09, 0.97321684, -0.075045774, -0.21726057
2.622e-09, 0.973281, -0.059243214, -0.22180933
2.624e-09, 0.97334502, -0.043175771, -0.22521185
2.626e-09, 0.97340889, -0.026926368, -0.22745364
2.628e-09, 0.97347262, -0.010578625, -0.2285262
2.63e-09, 0.9735362, 0.0057835453, -0.228427
2.632e-09, 0.97359963, 0.022076398, -0.22715957
2.634e-09, 0.97366293, 0.038216751, -0.22473334
2.636e-09, 0.97372608, 0.054122435, -0.22116371
2.638e-09, 0.97378909, 0.069712699, -0.21647183
2.64e-09, 0.97385196, 0.084908617, -0.21068458
2.642e-09, 0.97391471, 0.099633498, -0.20383433
2.644e-09, 0.97397732, 0.11381325, -0.19595883
2.646e-09, 0.9740398, 0.12737679, -0.18710095
2.648e-09, 0.97410215, 0.14025636, -0.17730849
2.65e-09, 0.97416439, 0.15238787, -0.16663387
2.652e-09, 0.9742265, 0.16371124, -0.1551339
2.654e-09, 0.9742885, 0.1741707, -0.14286944
2.656e-09, 0.97435038, 0.18371498, -0.12990512
2.658e-09, 0.97441215, 0.1922977, -0.11630894
2.66e-09, 0.97447381, 0.19987746, -0.10215196
2.662e-09, 0.97453535, 0.20641812, -0.087507929
2.664e-09, 0.9745968, 0.21188891, -0.072452858
2.666e-09, 0.97465814, 0.21626466, -0.057064674
2.668e-09, 0.97471936, 0.21952584, -0.041422786
2.67e-09, 0.97478049, 0.22165861, -0.025607698
2.672e-09, 0.97484151, 0.22265498, -0.0097005689
2.674e-09, 0.97490242, 0.22251278, 0.0062171772
2.676e-09, 0.97496323, 0.22123564, 0.02206428
2.678e-09, 0.97502393, 0.21883296, 0.037760054
2.68e-09, 0.97508452, 0.21531992, 0.053224826
2.682e-09, 0.975145, 0.21071724, 0.068380277
2.684e-09, 0.97520536, 0.20505122, 0.08314992
2.686e-09, 0.9752656, 0.19835344, 0.097459401
2.688e-09, 0.97532573, 0.19066073, 0.1112369
2.69e-09, 0.97538572, 0.18201486, 0.12441358
2.692e-09, 0.9754456, 0.17246231, 0.13692374
2.694e-09, 0.97550534, 0.16205412, 0.14870535
2.696e-09, 0.97556495, 0.15084553, 0.1597002
2.698e-09, 0.97562443, 0.13889572, 0.16985426
2.7e-09, 0.97568377, 0.12626748, 0.17911795
2.702e-09, 0.97574298, 0.1130269, 0.18744633
2.704e-09, 0.97580203, 0.099243016, 0.19479936
2.706e-09, 0.97586095, 0.08498744, 0.20114209
2.708e-09, 0.97591972, 0.070333998, 0.2064448
2.71e-09, 0.97597833, 0.055358348, 0.21068312
2.712e-09, 0.97603681, 0.040137583, 0.21383821
2.714e-09, 0.97609513, 0.024749848, 0.21589678
2.716e-09, 0.9761533, 0.0092739136, 0.21685117
2.718e-09, 0.97621131, -0.0062112039, 0.21669934
2.72e-09, 0.97626918, -0.021626648, 0.21544489
2.722e-09, 0.9763269, -0.036894132, 0.21309703
2.724e-09, 0.97638448, -0.051936333, 0.20967053
2.726e-09, 0.97644191, -0.066677269, 0.20518557
2.728e-09, 0.9764992, -0.081042717, 0.19966769
2.73e-09, 0.97655635, -0.094960531, 0.19314764
2.732e-09, 0.97661336, -0.10836107, 0.18566116
2.734e-09, 0.97667023, -0.12117749, 0.17724876
2.736e-09, 0.97672698, -0.13334609, 0.16795566
2.738e-09, 0.97678359, -0.14480665, 0.15783136
2.74e-09, 0.97684008, -0.15550272, 0.14692947
2.742e-09, 0.97689644, -0.16538186, 0.13530744
2.744e-09, 0.97695268, -0.17439595, 0.1230262
2.746e-09, 0.97700881, -0.18250138, 0.11014987
2.748e-09, 0.97706481, -0.18965931, 0.096745445
2.75e-09, 0.97712069, -0.19583576, 0.082882408
2.752e-09, 0.97717647, -0.20100186, 0.068632355
2.754e-09, 0.97723213, -0.20513398, 0.054068741
2.756e-09, 0.97728768, -0.20821375, 0.03926633
2.758e-09, 0.97734313, -0.21022825, 0.024300954
2.76e-09, 0.97739846, -0.21116998, 0.0092490562
2.762e-09, 0.97745368, -0.21103691, -0.0058126897
2.764e-09, 0.9775088, -0.20983247, -0.020807761
2.766e-09, 0.9775638, -0.20756555, -0.035660182
2.768e-09, 0.9776187, -0.20425037, -0.050294898
2.77e-09, 0.97767348, -0.19990647, -0.064638167
2.772e-09, 0.97772814, -0.19455854, -0.078617919
2.774e-09, 0.9777827, -0.18823631, -0.092164125
2.776e-09, 0.97783713, -0.18097438, -0.10520914
2.778e-09, 0.97789145, -0.17281201, -0.11768805
2.78e-09, 0.97794564, -0.16379294, -0.12953899
2.782e-09, 0.97799972, -0.15396515, -0.14070342
2.784e-09, 0.97805367, -0.14338057, -0.15112648
2.786e-09, 0.97810749, -0.13209483, -0.16075718
2.788e-09, 0.97816119, -0.12016701, -0.16954873
2.79e-09, 0.97821476, -0.10765924, -0.17745867
2.792e-09, 0.97826819, -0.094636453, -0.18444916
2.794e-09, 0.97832149, -0.081166018, -0.19048712
2.796e-09, 0.97837466, -0.067317388, -0.19554437
2.798e-09, 0.9784277, -0.053161749, -0.1995978
2.8e-09, 0.97848061, -0.038771656, -0.20262944
2.802e-09, 0.97853338, -0.024220659, -0.20462655
2.804e-09, 0.97858601, -0.0095829183, -0.20558167
2.806e-09, 0.97863852, 0.0050671512, -0.20549264
2.808e-09, 0.97869089, 0.019655274, -0.20436259
2.81e-09, 0.97874313, 0.034107691, -0.20219993
2.812e-09, 0.97879524, 0.048351525, -0.19901826
2.814e-09, 0.97884723, 0.062315153, -0.19483634
2.816e-09, 0.97889909, 0.075928547, -0.18967791
2.818e-09, 0.97895083, 0.089123655, -0.18357162
2.82e-09, 0.97900245, 0.10183472, -0.17655083
2.822e-09, 0.97905394, 0.11399865, -0.16865345
2.824e-09, 0.97910533, 0.12555521, -0.15992172
2.826e-09, 0.9791566, 0.13644747, -0.15040201
2.828e-09, 0.97920776, 0.14662196, -0.14014453
2.83e-09, 0.97925882, 0.15602905, -0.12920312
2.832e-09, 0.97930976, 0.16462311, -0.11763491
2.834e-09, 0.9793606, 0.1723627, -0.10550008
2.836e-09, 0.97941134, 0.17921088, -0.092861479
2.838e-09, 0.97946198, 0.18513526, -0.079784376
2.84e-09, 0.97951252, 0.19010826, -0.066336064
2.842e-09, 0.97956295, 0.19410715, -0.052585543
2.844e-09, 0.97961329, 0.19711421, -0.038603148
2.846e-09, 0.97966353, 0.19911677, -0.024460212
2.848e-09, 0.97971367, 0.20010731, -0.010228686
2.85e-09, 0.97976372, 0.20008337, 0.004019221
2.852e-09, 0.97981367, 0.19904773, 0.018211411
2.854e-09, 0.97986351, 0.19700818, 0.032276245
2.856e-09, 0.97991326, 0.19397767, 0.046142956
2.858e-09, 0.9799629, 0.18997401, 0.059741924
2.86e-09, 0.98001244, 0.18501999, 0.073005108
2.862e-09, 0.98006187, 0.17914309, 0.085866313
2.864e-09, 0.9801112, 0.17237535, 0.098261561
2.866e-09, 0.98016041, 0.16475332, 0.1101294
2.868e-09, 0.98020951, 0.15631769, 0.12141121
2.87e-09, 0.9802585, 0.14711318, 0.13205149
2.872e-09, 0.98030736, 0.13718829, 0.14199812
2.874e-09, 0.98035611, 0.126595, 0.15120263
2.876e-09, 0.98040474, 0.11538854, 0.15962043
2.878e-09, 0.98045325, 0.10362712, 0.16721101
2.88e-09, 0.98050163, 0.091371567, 0.17393816
2.882e-09, 0.98054988, 0.07868507, 0.17977014
2.884e-09, 0.980598, 0.065632772, 0.18467979
2.886e-09, 0.98064599, 0.052281553, 0.18864467
2.888e-09, 0.98069386, 0.038699594, 0.19164721
2.89e-09, 0.98074159, 0.024956076, 0.19367473
2.892e-09, 0.98078919, 0.011120785, 0.19471951
2.894e-09, 0.98083666, -0.0027361983, 0.19477877
2.896e-09, 0.98088399, -0.016544871, 0.19385479
2.898e-09, 0.9809312, -0.030235661, 0.19195471
2.9e-09, 0.98097829, -0.043739772, 0.18909067
2.902e-09, 0.98102525, -0.05698954, 0.1852796
2.904e-09, 0.98107208, -0.069918757, 0.18054315
2.906e-09, 0.98111879, -0.082463023, 0.1749076
2.908e-09, 0.98116538, -0.094560031, 0.16840374
2.91e-09, 0.98121185, -0.10614991, 0.16106658
2.912e-09, 0.9812582, -0.11717549, 0.15293527
2.914e-09, 0.98130444, -0.12758263, 0.14405287
2.916e-09, 0.98135057, -0.13732041, 0.13446611
2.918e-09, 0.9813966, -0.14634146, 0.12422517
2.92e-09, 0.98144251, -0.15460214, 0.11338337
2.922e-09, 0.98148832, -0.16206275, 0.10199691
2.924e-09, 0.98153402, -0.16868774, 0.090124631
2.926e-09, 0.98157963, -0.17444585, 0.077827602
2.928e-09, 0.98162513, -0.1793103, 0.065168935
2.93e-09, 0.98167053, -0.18325888, 0.052213357
2.932e-09, 0.98171584, -0.18627401, 0.039026912
2.934e-09, 0.98176105, -0.18834292, 0.025676668
2.936e-09, 0.98180616, -0.18945763, 0.01223032
2.938e-09, 0.98185118, -0.18961496, -0.00124413
2.94e-09, 0.9818961, -0.1888166, -0.014678719
2.942e-09, 0.98194093, -0.18706904, -0.028005866
2.944e-09, 0.98198566, -0.1843835, -0.04115871
2.946e-09, 0.98203029, -0.18077595, -0.054071445
2.948e-09, 0.98207483, -0.17626692, -0.066679651
2.95e-09, 0.98211926, -0.17088144, -0.078920612
2.952e-09, 0.9821636, -0.1646489, -0.090733628
2.954e-09, 0.98220783, -0.15760285, -0.10206031
2.956e-09, 0.98225196, -0.14978088, -0.11284489
2.958e-09, 0.98229599, -0.14122436, -0.12303446
2.96e-09, 0.98233991, -0.13197826, -0.13257925
2.962e-09, 0.98238372, -0.1220909, -0.14143287
2.964e-09, 0.98242743, -0.1116137, -0.14955254
2.966e-09, 0.98247102, -0.10060091, -0.15689928
2.968e-09, 0.9825145, -0.089109348, -0.16343811
2.97e-09, 0.98255787, -0.077198064, -0.1691382
2.972e-09, 0.98260113, -0.064928081, -0.17397302
2.974e-09, 0.98264427, -0.052362059, -0.17792048
2.976e-09, 0.98268731, -0.039563985, -0.180963
2.978e-09, 0.98273022, -0.026598839, -0.18308761
2.98e-09, 0.98277303, -0.013532271, -0.18428597
2.982e-09, 0.98281572, -0.00043026604, -0.18455446
2.984e-09, 0.9828583, 0.012641183, -0.1838941
2.986e-09, 0.98290077, 0.025616413, -0.18231061
2.988e-09, 0.98294313, 0.038430422, -0.17981433
2.99e-09, 0.98298538, 0.051019189, -0.17642016
2.992e-09, 0.98302753, 0.063320011, -0.17214748
2.994e-09, 0.98306957, 0.075271753, -0.16702003
2.996e-09, 0.98311151, 0.086815242, -0.1610658
2.998e-09, 0.98315334, 0.097893497, -0.15431684
3e-09, 0.98319508, 0.10845203, -0.14680911
3.002e-09, 0.98323672, 0.11843912, -0.13858232
3.004e-09, 0.98327827, 0.12780602, -0.12967965
3.006e-09, 0.98331972, 0.13650728, -0.12014758
3.008e-09, 0.98336108, 0.14450087, -0.11003564
3.01e-09, 0.98340235, 0.15174844, -0.09939612
3.012e-09, 0.98344354, 0.15821552, -0.08828384
3.014e-09, 0.98348463, 0.16387161, -0.076755844
3.016e-09, 0.98352564, 0.16869037, -0.064871112
3.018e-09, 0.98356657, 0.17264978, -0.052690264
3.02e-09, 0.9836074, 0.17573216, -0.040275241
3.022e-09, 0.98364816, 0.17792425, -0.027688994
3.024e-09, 0.98368883, 0.17921735, -0.014995186
3.026e-09, 0.98372942, 0.17960727, -0.0022578335
3.028e-09, 0.98376993, 0.17909439, 0.010458992
3.03e-09, 0.98381035, 0.17768356, 0.023091471
3.032e-09, 0.98385069, 0.17538422, 0.035576409
3.034e-09, 0.98389094, 0.17221019, 0.047851507
3.036e-09, 0.9839311, 0.16817964, 0.059855688
3.038e-09, 0.98397117, 0.16331502, 0.071529388
3.04e-09, 0.98401115, 0.15764289, 0.08281486
3.042e-09, 0.98405104, 0.15119377, 0.093656472
3.044e-09, 0.98409084, 0.14400206, 0.10400092
3.046e-09, 0.98413053, 0.13610574, 0.1137976
3.048e-09, 0.98417013, 0.12754624, 0.12299875
3.05e-09, 0.98420963, 0.11836822, 0.13155973
3.052e-09, 0.98424904, 0.10861931, 0.13943922
3.054e-09, 0.98428833, 0.098349887, 0.14659947
3.056e-09, 0.98432753, 0.087612827, 0.15300639
3.058e-09, 0.98436661, 0.076463179, 0.15862979
3.06e-09, 0.98440559, 0.064957927, 0.16344346
3.062e-09, 0.98444447, 0.053155706, 0.16742535
3.064e-09, 0.98448323, 0.041116449, 0.17055762
3.066e-09, 0.98452189, 0.028901164, 0.17282676
3.068e-09, 0.98456043, 0.016571545, 0.17422362
3.07e-09, 0.98459887, 0.0041897111, 0.17474341
3.072e-09, 0.9846372, -0.0081821306, 0.17438577
3.074e-09, 0.98467542, -0.020481962, 0.17315477
3.076e-09, 0.98471354, -0.03264832, 0.17105882
3.078e-09, 0.98475155, -0.044620548, 0.16811068
3.08e-09, 0.98478945, -0.05633914, 0.16432729
3.082e-09, 0.98482725, -0.067746016, 0.15972975
3.084e-09, 0.98486495, -0.078784805, 0.15434319
3.086e-09, 0.98490256, -0.089401128, 0.14819666
3.088e-09, 0.98494006, -0.099542872, 0.14132292
3.09e-09, 0.98497747, -0.10916044, 0.13375827
3.092e-09, 0.98501478, -0.11820697, 0.12554237
3.094e-09, 0.98505201, -0.12663864, 0.11671808
3.096e-09, 0.98508914, -0.13441477, 0.10733118
3.098e-09, 0.98512618, -0.1414981, 0.097430135
3.1e-09, 0.98516313, -0.14785493, 0.087065866
3.102e-09, 0.98520001, -0.15345528, 0.076291462
3.104e-09, 0.98523679, -0.15827305, 0.065161961
3.106e-09, 0.98527349, -0.16228611, 0.053733991
3.108e-09, 0.98531012, -0.16547646, 0.042065569
3.11e-09, 0.98534666, -0.1678302, 0.030215718
3.112e-09, 0.98538312, -0.16933774, 0.018244272
3.114e-09, 0.9854195, -0.16999368, 0.0062114686
3.116e-09, 0.9854558, -0.16979693, -0.0058222923
3.118e-09, 0.98549202, -0.16875068, -0.017796765
3.12e-09, 0.98552816, -0.16686234, -0.029652159
3.122e-09, 0.98556422, -0.16414352, -0.041329439
3.124e-09, 0.9856002, -0.16060998, -0.052770614
3.126e-09, 0.9856361, -0.15628149, -0.06391903
3.128e-09, 0.98567192, -0.15118176, -0.074719647
3.13e-09, 0.98570765, -0.14533829, -0.085119309
3.132e-09, 0.9857433, -0.13878223, -0.095067009
3.134e-09, 0.98577886, -0.13154822, -0.10451413
3.136e-09, 0.98581433, -0.1236742, -0.1134147
3.138e-09, 0.98584972, -0.1152012, -0.12172559
3.14e-09, 0.98588502, -0.10617314, -0.12940674
3.142e-09, 0.98592023, -0.096636631, -0.13642135
3.144e-09, 0.98595535, -0.086640664, -0.14273603
3.146e-09, 0.98599037, -0.076236421, -0.14832101
3.148e-09, 0.98602531, -0.065476986, -0.15315022
3.15e-09, 0.98606015, -0.054417081, -0.15720147
3.152e-09, 0.9860949, -0.043112787, -0.16045648
3.154e-09, 0.98612955, -0.031621255, -0.16290102
3.156e-09, 0.98616412, -0.020000428, -0.16452497
3.158e-09, 0.98619859, -0.0083087424, -0.16532229
3.16e-09, 0.98623297, 0.0033951754, -0.16529114
3.162e-09, 0.98626725, 0.01505278, -0.1644338
3.164e-09, 0.98630145, 0.026605914, -0.16275667
3.166e-09, 0.98633556, 0.03799709, -0.16027025
3.168e-09, 0.98636958, 0.0491698, -0.15698903
3.17e-09, 0.98640351, 0.060068758, -0.15293147
3.172e-09, 0.98643736, 0.070640186, -0.14811982
3.174e-09, 0.98647112, 0.08083211, -0.14258008
3.176e-09, 0.9865048, 0.090594578, -0.1363418
3.178e-09, 0.9865384, 0.099879896, -0.12943794
3.18e-09, 0.98657192, 0.10864292, -0.12190471
3.182e-09, 0.98660537, 0.11684117, -0.11378136
3.184e-09, 0.98663873, 0.12443518, -0.10510998
3.186e-09, 0.98667202, 0.13138855, -0.095935304
3.188e-09, 0.98670524, 0.13766818, -0.086304453
3.19e-09, 0.98673839, 0.14324443, -0.076266702
3.192e-09, 0.98677147, 0.14809127, -0.065873232
3.194e-09, 0.98680448, 0.15218637, -0.055176861
3.196e-09, 0.98683741, 0.1555112, -0.044231794
3.198e-09, 0.98687027, 0.15805113, -0.033093316
3.2e-09, 0.98690307, 0.15979549, -0.021817546
3.202e-09, 0.9869358, 0.1607376, -0.010461142
3.204e-09, 0.98696846, 0.16087483, 0.00091898316
3.206e-09, 0.98700105, 0.16020854, 0.012265948
3.208e-09, 0.98703357, 0.15874414, 0.023523194
3.21e-09, 0.98706602, 0.15649097, 0.034634756
3.212e-09, 0.9870984, 0.15346232, 0.045545539
3.214e-09, 0.98713071, 0.14967529, 0.056201602
3.216e-09, 0.98716294, 0.14515074, 0.066550407
3.218e-09, 0.98719509, 0.13991311, 0.07654109
3.22e-09, 0.98722717, 0.1339904, 0.086124713
3.222e-09, 0.98725917, 0.1274139, 0.095254477
3.224e-09, 0.98729109, 0.12021811, 0.103886
3.226e-09, 0.98732294, 0.11244053, 0.11197749
3.228e-09, 0.9873547, 0.10412144, 0.11948995
3.23e-09, 0.98738638, 0.095303763, 0.12638738
3.232e-09, 0.98741797, 0.086032753, 0.13263695
3.234e-09, 0.98744948, 0.076355831, 0.13820914
3.236e-09, 0.98748091, 0.066322312, 0.14307789
3.238e-09, 0.98751224, 0.055983155, 0.14722073
3.24e-09, 0.98754349, 0.045390731, 0.15061885
3.242e-09, 0.98757465, 0.03459851, 0.1532572
3.244e-09, 0.98760571, 0.023660841, 0.15512461
3.246e-09, 0.98763669, 0.012632626, 0.15621367
3.248e-09, 0.98766759, 0.0015691109, 0.15652101
3.25e-09, 0.98769839, -0.0094744582, 0.15604706
3.252e-09, 0.98772911, -0.020443047, 0.15479622
3.254e-09, 0.98775974, -0.031282176, 0.15277668
3.256e-09, 0.98779028, -0.041938123, 0.15000051
3.258e-09, 0.98782074, -0.05235823, 0.14648349
3.26e-09, 0.98785112, -0.062491165, 0.14224503
3.262e-09, 0.98788141, -0.072287139, 0.13730815
3.264e-09, 0.98791162, -0.081698197, 0.13169922
3.266e-09, 0.98794175, -0.090678407, 0.12544793
3.268e-09, 0.98797181, -0.099184112, 0.11858707
3.27e-09, 0.98800178, -0.10717414, 0.11115241
3.272e-09, 0.98803169, -0.11461001, 0.10318248
3.274e-09, 0.98806152, -0.12145607, 0.094718362
3.276e-09, 0.98809127, -0.12767972, 0.085803507
3.278e-09, 0.98812096, -0.13325154, 0.076483487
3.28e-09, 0.98815057, -0.13814545, 0.06680578
3.282e-09, 0.98818012, -0.1423388, 0.056819522
3.284e-09, 0.9882096, -0.14581248, 0.046575252
3.286e-09, 0.98823902, -0.14855105, 0.03612467
3.288e-09, 0.98826836, -0.15054276, 0.025520378
3.29e-09, 0.98829765, -0.15177957, 0.014815571
3.292e-09, 0.98832686, -0.15225728, 0.0040638368
3.294e-09, 0.98835602, -0.15197545, -0.0066811508
3.296e-09, 0.98838511, -0.15093743, -0.017365893
3.298e-09, 0.98841413, -0.14915033, -0.027937332
3.3e-09, 0.98844309, -0.14662497, -0.038343113
3.302e-09, 0.98847198, -0.14337582, -0.048531843
3.304e-09, 0.98850081, -0.13942091, -0.058453343
3.306e-09, 0.98852956, -0.13478175, -0.068058897
3.308e-09, 0.98855825, -0.12948318, -0.077301489
3.31e-09, 0.98858688, -0.12355328, -0.086136034
3.312e-09, 0.98861543, -0.11702319, -0.094519596
3.314e-09, 0.98864391, -0.10992695, -0.10241159
3.316e-09, 0.98867232, -0.10230133, -0.10977401
3.318e-09, 0.98870066, -0.094185665, -0.11657154
3.32e-09, 0.98872892, -0.085621591, -0.12277181
3.322e-09, 0.98875712, -0.076652884, -0.12834548
3.324e-09, 0.98878524, -0.067325216, -0.13326642
3.326e-09, 0.98881328, -0.057685928, -0.13751182
3.328e-09, 0.98884125, -0.047783788, -0.14106228
3.33e-09, 0.98886914, -0.037668746, -0.1439019
3.332e-09, 0.98889696, -0.027391676, -0.14601839
3.334e-09, 0.98892471, -0.017004128, -0.14740306
3.336e-09, 0.98895238, -0.0065580728, -0.14805089
3.338e-09, 0.98897997, 0.0038943757, -0.14796057
3.34e-09, 0.9890075, 0.014301198, -0.14713441
3.342e-09, 0.98903495, 0.024610739, -0.14557842
3.344e-09, 0.98906232, 0.034771962, -0.14330221
3.346e-09, 0.98908963, 0.044734717, -0.14031895
3.348e-09, 0.98911687, 0.054449938, -0.13664527
3.35e-09, 0.98914403, 0.063869956, -0.13230122
3.352e-09, 0.98917113, 0.072948655, -0.12731014
3.354e-09, 0.98919817, 0.081641777, -0.12169848
3.356e-09, 0.98922513, 0.089907076, -0.11549576
3.358e-09, 0.98925204, 0.097704548, -0.10873432
3.36e-09, 0.98927888, 0.1049966, -0.10144921
3.362e-09, 0.98930566, 0.11174829, -0.093678008
3.364e-09, 0.98933238, 0.11792741, -0.085460586
3.366e-09, 0.98935904, 0.12350472, -0.076838949
3.368e-09, 0.98938564, 0.12845403, -0.067856991
3.37e-09, 0.98941218, 0.13275234, -0.058560282
3.372e-09, 0.98943867, 0.13637994, -0.04899585
3.374e-09, 0.9894651, 0.13932053, -0.039211921
3.376e-09, 0.98949147, 0.14156124, -0.029257684
3.378e-09, 0.98951779, 0.14309273, -0.019183055
3.38e-09, 0.98954406, 0.14390918, -0.0090384134
3.382e-09, 0.98957027, 0.1440084, 0.0011256418
3.384e-09, 0.98959641, 0.14339172, 0.011258544
3.386e-09, 0.98962251, 0.14206401, 0.021310012
3.388e-09, 0.98964855, 0.1400337, 0.031230323
3.39e-09, 0.98967453, 0.13731268, 0.040970502
3.392e-09, 0.98970045, 0.13391626, 0.050482624
3.394e-09, 0.98972631, 0.12986302, 0.05972
3.396e-09, 0.98975211, 0.12517477, 0.068637454
3.398e-09, 0.98977784, 0.11987644, 0.077191485
3.4e-09, 0.98980352, 0.1139959, 0.085340535
3.402e-09, 0.98982913, 0.10756386, 0.093045151
3.404e-09, 0.98985467, 0.10061369, 0.10026819
3.406e-09, 0.98988015, 0.093181214, 0.10697502
